-129.77	48.93	37	89	-1	127	89	-179	15	76
-130.26	49.1	135	90	180	225	90	0	11	1978
-130.57	49.77	150	90	180	240	90	0	10	1979
-130.62	49.43	135	90	180	225	90	0	10	1979
-131.21	51.07	53	81	2	323	88	171	15	1979
-134.94	55.36	332	80	178	63	88	10	15	1979
-128.46	49.37	300	90	180	30	90	0	15	1980
-130.47	50.44	165	90	180	255	90	0	15	1980
-130.54	49.37	146	90	180	236	90	0	10	1980
-130.7	50.31	151	90	180	241	90	0	10	1982
-131.09	51.13	160	80	-172	69	82	-10	10	1984
-130.4	50.02	142	76	-179	52	89	-14	10	1984
-133.63	53.92	328	71	169	62	80	19	10	1984
-129.13	48.7	206	88	2	116	88	178	15	1988
-130.88	50.96	257	85	3	167	87	175	15	1988
-129.94	50.82	319	41	178	51	89	49	15	1988
-130.69	50.99	158	90	-180	248	90	0	15	1990
-128.79	49.16	117	78	175	208	85	12	15	1990
-130.86	50.92	329	80	176	59	86	10	15	1991
-129.72	49.24	210	68	-16	306	75	-157	15	1992
-130.52	50.86	331	73	-169	238	79	-17	15	1992
-130.79	50.58	166	76	-179	76	89	-14	15	1992
-130.75	51.07	174	90	-180	264	90	0	15	1992
-130.88	51.28	327	52	180	57	90	38	15	1992
-130.68	50.88	355	60	-166	258	78	-31	15	1993
-130.88	51.07	251	85	0	161	90	175	15	1995
-128.03	48.94	316	82	176	46	86	8	15	1996
-130.15	49.57	332	72	-176	240	86	-18	15	1996
-131.17	51.46	255	71	-16	350	75	-160	15	1997
-130.75	50.7	167	63	-171	73	82	-28	15	1997
-130.34	50.03	335	67	-161	237	73	-24	15	1998
-130.58	50.98	256	78	-10	348	81	-168	15	1998
-129.38	49.13	315	81	176	46	86	10	15	1999
-130.78	50.96	251	72	-10	345	80	-162	15	2000
-130.61	50.98	347	77	-172	255	83	-13	15	2000
-130.26	49.85	312	65	-175	220	86	-25	15	2000
-130.28	50.11	337	75	-173	246	83	-15	15	2000
-130.65	50.57	254	60	-6	347	85	-149	15	2001
-129.07	49.41	113	85	180	203	90	5	15	2001
-128.9	49.24	302	85	-179	212	89	-5	15	2001
-133.66	54.02	334	56	-175	241	86	-34	15	2001
-130.52	49.97	52	66	-5	144	85	-156	15	2001
-128.46	48.83	351	30	-103	187	61	-82	15	2001
-128.59	48.82	330	84	-176	239	86	-6	15	2001
-128.26	48.62	327	63	171	61	82	28	15	2001
-128.54	48.49	319	88	179	49	89	2	15	2001
-132.18	52.64	309	26	94	125	65	88	15	2001
-134.16	54.26	157	90	-180	247	90	0	15	2002
-130.89	51.63	356	66	-154	255	67	-26	15	2002
-130.33	50.3	171	88	-180	81	90	-2	15	2002
-134.39	54.72	335	44	180	65	90	46	16	2003
-129.42	48.77	125	81	174	216	84	9	15	2003
-127.88	49.05	146	45	-178	54	89	-45	12	2004
-130.47	51.02	250	73	18	154	73	162	12	2004
-130.53	50.94	155	62	178	246	88	28	12	2004
-130.52	50.93	255	60	17	157	75	149	12	2004
-134.46	55.02	333	51	179	63	89	39	12	2004
-127.17	49.48	253	48	-6	346	86	-138	19	2004
-129.08	49.14	307	80	-177	216	87	-10	18	2004
-129.13	49.17	312	83	-176	222	86	-7	19	2004
-129.38	49.01	38	76	4	307	86	166	20	2004
-128.96	49.29	42	77	7	310	84	167	17	2004
-131.16	51.2	238	84	1	147	89	174	12	2005
-129.24	48.08	266	73	-16	0	75	-162	12	2005
-129.18	48.07	280	84	2	190	88	174	12	2005
-129.13	48.13	260	79	-7	352	83	-168	12	2005
-129.25	48.07	3	76	-167	269	77	-15	12	2005
-131.41	51.4	260	79	-8	352	82	-169	12	2005
-128.88	48.52	263	73	2	172	88	163	16	2005
-130.52	50.59	240	83	-3	331	87	-173	15	2006
-130.74	51.45	255	76	-12	348	78	-166	12	2006
-130.14	49.78	231	85	-2	322	88	-175	15	2006
-130.45	50.4	237	80	-6	328	84	-170	19	2007
-131.04	50.94	326	77	-174	234	84	-13	12	2008
-131.24	51.11	327	80	-173	236	83	-10	12	2008
-130.92	50.85	325	81	-175	234	85	-9	12	2008
-131.42	51.33	351	81	-178	261	88	-9	14	2008
-131.49	51.52	354	79	-176	263	86	-11	12	2008
-130.39	50.37	326	84	175	57	85	6	16	2008
-130.31	49.8	238	67	-17	335	74	-156	16	2008
-130.43	49.85	339	76	-167	246	77	-14	15	2008
-130.24	49.78	324	77	-174	233	84	-13	12	2008
-130.19	49.8	46	78	0	316	90	168	14	2008
-130.13	49.76	145	78	-175	54	85	-12	12	2008
-130.16	49.78	36	72	3	305	87	162	17	2008
-130.14	49.77	313	83	178	43	88	7	12	2008
-130.45	49.51	245	77	-5	336	85	-167	15	2008
-130.35	49.58	156	79	174	247	84	11	13	2008
-129.03	47.45	41	72	-5	133	85	-162	12	2008
-129.04	47.46	36	69	-4	128	86	-159	12	2008
-129.06	48.78	43	86	-1	133	89	-176	12	2008
-131.67	51.93	260	74	-7	352	83	-164	16	2009
-130.24	49.27	327	72	-176	235	86	-18	15	2010
-129.48	49.08	233	42	-10	330	84	-131	16	2010
-131.75	51.69	249	78	10	156	80	168	19	2011
-130.98	51.46	348	53	-178	256	88	-37	15	2011
-131.04	51.4	348	73	-174	256	85	-17	12	2011
-130.77	51.06	259	79	4	168	86	169	19	2012
-128.17	48.66	288	87	-178	198	88	-3	12	2012
-128.13	48.8	33	80	4	302	87	170	14	2012
-130.35	50.37	163	68	-179	73	89	-22	15	2012
-130.23	50.31	151	64	-176	60	86	-26	12	2012
-130.27	50.33	152	69	-176	60	86	-21	12	2012
-130.48	50.44	149	63	178	240	88	27	12	2012
-130.39	50.3	161	78	-177	70	87	-12	18	2012
-129.6	49.1	142	79	-178	52	88	-11	19	2012
-129.08	47.42	135	71	-173	43	83	-19	15	2012
-129.04	47.57	129	76	-166	36	77	-14	15	2012
-132.06	52.61	318	25	104	122	66	83	12	2012
-131.75	52.18	301	55	138	58	57	43	12	2012
-131.69	52.17	303	75	-170	211	80	-16	12	2012
-128.85	48.9	130	72	-174	39	85	-18	12	2012
-131.28	51.52	243	68	-8	336	83	-158	17	2012
-132.33	52.94	319	40	92	136	50	88	20	2012
-134.97	55.69	333	60	179	64	89	30	14	2013
-135.09	55.51	335	78	174	66	84	12	13	2013
-134.73	55.09	336	77	174	68	84	13	20	2013
-135.14	55.41	284	59	2	194	89	149	12	2013
-130.61	51.11	259	73	1	169	89	163	12	2013
-130.4	51.16	162	61	171	257	82	29	12	2013
-130.52	51.12	266	65	7	173	84	155	12	2013
-130.46	51.1	260	65	5	168	86	155	12	2013
-130.43	51.14	274	65	-3	5	87	-155	17	2013
-130.56	51.01	243	57	-4	336	86	-147	15	2013
-130.24	50	140	65	-168	45	79	-25	16	2013
-131.51	52.4	313	36	-46	82	65	-117	12	2014
-129.57	48.94	34	83	-4	124	86	-173	16	2014
-130.22	49.93	243	71	0	153	90	161	12	2014
-127.59	49.65	247	68	3	156	87	158	17	2014
-130.53	50.76	247	75	-1	338	89	-165	14	2014
-130.52	50.76	248	74	3	157	87	164	14	2014
-130.55	50.73	248	73	0	158	90	163	12	2015
-130.54	50.5	251	36	-3	344	88	-126	15	2015
-130.15	49.98	35	65	-16	132	76	-154	12	2015
-130.85	51.69	334	75	-178	244	88	-15	12	2015
-130.39	50.32	272	71	-14	7	77	-161	17	2015
-130.31	50.35	264	59	-5	357	85	-148	17	2015
-130.42	50.56	152	82	174	243	84	8	12	2015
-130.4	50.48	150	79	170	242	80	11	12	2015
-131.22	51.44	259	54	1	168	89	144	16	2015
-130.24	49.4	230	80	5	139	85	170	15	2016
-130.27	49.98	248	73	-4	339	86	-163	12	2017
-130.35	50.02	339	87	-178	249	88	-3	16	2017
-130.27	49.98	249	75	-1	340	89	-165	12	2017
-130.24	49.96	157	77	170	249	81	13	12	2017
-129.76	49.1	41	74	-16	135	75	-163	16	2017
-129.52	49.43	233	77	10	141	80	167	12	2017
-129.49	49.46	241	81	5	150	85	171	12	2017
-130.4	50.52	150	85	179	240	89	5	17	2017
-130.03	49.2	144	79	-178	54	88	-11	18	2017
-130.29	50.48	146	82	174	237	84	8	18	2017
-130.44	50.6	149	72	170	242	80	18	16	2018
-129.54	48.95	127	88	-179	37	89	-2	15	2018
-129.89	49.14	218	87	-1	308	89	-177	16	2018
-130.13	49	237	80	5	146	85	170	15	2018
-130.09	48.9	154	77	171	246	82	14	14	2018
-130.05	49	147	67	160	245	72	25	12	2018
-129.7	49.01	34	82	-8	125	82	-172	14	2018
-129.16	48.75	36	83	6	305	84	173	19	2018
-130.36	50.53	256	80	2	166	88	170	12	2019
-130.32	50.01	229	80	-4	320	86	-170	14	2019
-130.64	51.16	256	75	-2	347	88	-165	12	2019
-130.78	51.13	252	76	-2	343	88	-166	12	2019
-130.31	50.18	258	72	-9	351	82	-161	19	2019
